x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,0.0,0.0,-0.0702013720925139,-0.2796866280674129,-0.0032594615731178,-0.1765432955640417,-0.5396674201573569,-0.0409848440252201,-0.2138941627316678,-0.773075926595743,-0.081499947577745,-0.202977810226453,-0.9714204819999098,-0.1230538731886848,-0.2586945376844471,-0.4610526135638174,-0.1235407810792413,-0.4956959634042084,-0.3803136416342034,-0.1852425236384842,-0.4340436808651732,-0.3245730511123896,-0.2053750588217796,-0.3486771553871412,-0.3403803912843479,-0.2105797341033164,-0.2524481750135564,-0.2393897892624119,-0.1472983272504281,-0.4909162387419251,-0.1669640974970034,-0.1992389452690167,-0.4152903102798208,-0.1388853824717987,-0.1883265307570925,-0.3293122203213832,-0.17457230053416,-0.1788463115064888,-0.2413509099210578,-0.0354833179316428,-0.1671548061652618,right_thumb_up                        
0.0,0.0,0.0,-0.0689710623745338,-0.2794226680407307,-0.0022338505140201,-0.177368779908046,-0.541937477177501,-0.0383183061611639,-0.2162107865653457,-0.7746315124216959,-0.077161516140946,-0.2059657929040106,-0.9715972915087784,-0.1165195060332307,-0.2514850034934549,-0.4619241206236191,-0.1227592932091005,-0.496078474336834,-0.3895273834345629,-0.1842807414795978,-0.4374793724066342,-0.3242572062056421,-0.2028656344299943,-0.3493255139648147,-0.3328490877269464,-0.2065565605462943,-0.2460423144750603,-0.241882359995653,-0.1464585596600137,-0.4910556545252421,-0.1648343369419774,-0.1992491769915189,-0.4160063175924648,-0.1286920511250035,-0.1865634117063228,-0.3291198721060739,-0.1656248150190095,-0.1752867695701484,-0.2362621718771642,-0.0405832323571167,-0.1663821687466829,right_thumb_up                        
0.0,0.0,0.0,-0.0681211425202697,-0.2795243844646469,-0.0012361927964926,-0.1773853665683865,-0.5399296757656429,-0.037002420395026,-0.2171741053997128,-0.7725629538886915,-0.0751740631617875,-0.2048586773157589,-0.9721245851827744,-0.1140469780908583,-0.2522481835697669,-0.4626765642859207,-0.1270900855164534,-0.4961988523900908,-0.3850116822239369,-0.1869899499104511,-0.4364804173773008,-0.3194679310340038,-0.2025249936136809,-0.3482229058450715,-0.3298112480424209,-0.2044784287557052,-0.2454499187600012,-0.242384028012129,-0.1511643623013636,-0.490626561360354,-0.1635320991158713,-0.2029989516793702,-0.4153322852925874,-0.1282678864419861,-0.1883444754286101,-0.3290686546740554,-0.1669263937789407,-0.1760034101256854,-0.2338260627441244,-0.0386654826856158,-0.1708451397906815,right_thumb_up
0.0,0.0,0.0,-0.0633797104332399,-0.2809529839622629,-0.0046137423146889,-0.1746444517929714,-0.5385069591525165,-0.0383638892170442,-0.2215207258289188,-0.7717847963114307,-0.0736797851962182,-0.2128694124038955,-0.9708395023022198,-0.1102600291692262,-0.2527498313887304,-0.4583088802421521,-0.121442414603619,-0.4906442720958449,-0.3605193984959639,-0.1810442372940683,-0.4343672648874062,-0.2987551180821706,-0.1972951403095925,-0.3489845080703151,-0.3155223392174796,-0.1998176679066583,-0.2446972489587874,-0.2438644897537446,-0.144064947425606,-0.4886123036312005,-0.1338602179791639,-0.1959620399106373,-0.4176076152530077,-0.1072430565823768,-0.1826757766082844,-0.3328467275141992,-0.1557235357553021,-0.1708202357664518,-0.2274761613493159,-0.0478176816316787,-0.1633556492140394,right_thumb_up                        
0.0,0.0,0.0,-0.0682232419336186,-0.2649478675544524,-0.011959724574322,-0.1954370354839631,-0.5251707766509935,-0.049073315167578,-0.2487658855900896,-0.7631745212441814,-0.085820389091224,-0.24322492773027,-0.9620342286620154,-0.1238215547200329,-0.2618133847747033,-0.4520046031773758,-0.1298314323047657,-0.5011535208412052,-0.3339050890530122,-0.195616858529484,-0.4416898855232013,-0.2729942095127557,-0.2185946248781877,-0.352847985631825,-0.2922289343510847,-0.2250642544415515,-0.245945672219789,-0.2324320876135022,-0.1496944860136036,-0.4904243184136429,-0.1132274984843587,-0.2046561513895007,-0.416078328309067,-0.0789511380156547,-0.1947569215954575,-0.3274993304548407,-0.1130900522729223,-0.1862660255890647,-0.2290410012482473,-0.0265238529434034,-0.1669640822751326,right_thumb_up                        
0.0,0.0,0.0,-0.0601754055265483,-0.2714159519094834,-0.0111862328355087,-0.1888208874238411,-0.5310345781392573,-0.0464807287827852,-0.2464288651873721,-0.7664128052183041,-0.0810568972904447,-0.2393699284790008,-0.9638928138993396,-0.1166733930815901,-0.2547928154048541,-0.4613969798012506,-0.1295309088368616,-0.492071200493691,-0.3378684777508776,-0.1969724221886869,-0.4313455619985678,-0.2850502926528558,-0.2208355644697364,-0.3419310593312023,-0.3076327892659761,-0.2275799425859226,-0.2356731313175784,-0.2410291650225116,-0.1497203100251977,-0.4791551774628091,-0.114610050045423,-0.2053413082280141,-0.4048759055815111,-0.0858541298430683,-0.1946409133698085,-0.3170685687605333,-0.1187416441978528,-0.185954211540547,-0.2167696451204926,-0.035342796688131,-0.167603904241741,right_thumb_up                        
0.0,0.0,0.0,-0.079085536185577,-0.2669534664940819,-0.0111768338988962,-0.2052991172305035,-0.520885223753214,-0.0524741774533392,-0.2543588775772327,-0.7548680457928495,-0.0934032377603781,-0.2477100924201496,-0.9593437073828994,-0.1352751315580021,-0.2628789261211067,-0.4457590851771861,-0.1413857919797048,-0.5185826264595188,-0.3207041550616112,-0.2122607419215417,-0.4521788746815408,-0.2682532296525464,-0.2356642610144467,-0.3594154702943804,-0.2912765368496426,-0.2413523694222361,-0.2420058390879141,-0.2219930121034995,-0.1633865514653825,-0.5011248251347716,-0.1031261241080873,-0.2229592588726244,-0.4259390513784332,-0.0696248254392258,-0.2113369125763764,-0.3356930943181418,-0.103282972801507,-0.2010195964245973,-0.2249793286742671,-0.0127879840437686,-0.1826134796442401,right_thumb_up                        
0.0,0.0,0.0,-0.0752620510901605,-0.2820479470530447,0.0167987692487112,-0.1892949759297201,-0.5484193660881541,-0.008898031701963,-0.2366643404010388,-0.7768107812831265,-0.0414163792020101,-0.2299256900304481,-0.9701734816668536,-0.076795784613724,-0.2843204622310862,-0.5346712936042967,-0.0855254803535525,-0.5097343719868409,-0.438930291128415,-0.1337164808967208,-0.4570289596906444,-0.3528113998534415,-0.1488730460109752,-0.3794474694910141,-0.3619550738625222,-0.1536321852491413,-0.2799163020423101,-0.3349660418225075,-0.1178815231270761,-0.5044515439667907,-0.2358514841213904,-0.1559997779528127,-0.4350519347414931,-0.1794360316786785,-0.1405101586764157,-0.3542445964089536,-0.2104202872555875,-0.1306905390408636,-0.2722582574093942,-0.1281509290721302,-0.1458740337698528,right_thumb_up                        
0.0,0.0,0.0,-0.067756215213753,-0.2820561611027945,0.0175790397643036,-0.1662920016015646,-0.5497336782279989,-0.0073234605731671,-0.2131332224059817,-0.7824754458804783,-0.0388660109203954,-0.2108224914055084,-0.974824346907227,-0.0726041995649887,-0.2739913185667839,-0.5881443519405586,-0.0785915503703171,-0.4909501569891712,-0.4785170455049473,-0.1246075321925657,-0.4373434581292267,-0.3782480421838675,-0.1371538580253748,-0.3630368918019312,-0.3840344283834663,-0.1407832395860754,-0.2754955203315459,-0.403643198540515,-0.1112421805315582,-0.4906231370480881,-0.2790297647291942,-0.1468606740955146,-0.4248815018668433,-0.214488758296565,-0.1300005638954602,-0.3499993894396635,-0.2429546746329879,-0.1216157579869025,-0.2727938947935193,-0.2047131336547436,-0.1400561600024877,right_thumb_up                        
0.0,0.0,0.0,-0.0660706797945125,-0.2779645532731646,0.0155014925535508,-0.1660312244044029,-0.5458643846827232,-0.0065553353931832,-0.2109939096356384,-0.7827620197838122,-0.0355627359350456,-0.2040766402962542,-0.976749046127824,-0.0656812436984798,-0.2770678173319192,-0.5935977890568004,-0.0600315232753529,-0.4854520925379606,-0.486072967028085,-0.1060223650542031,-0.4312109278238344,-0.3798339051787284,-0.1225741917902928,-0.35626606324291,-0.3909951825180441,-0.1292946987906377,-0.2779305361545295,-0.4207262062801462,-0.0913679703638052,-0.4873252687641147,-0.2957769842810824,-0.1279277211886618,-0.4221038995848674,-0.2226448969182245,-0.1146154508084997,-0.3461679450110089,-0.2519302840112002,-0.1066505333608231,-0.2750950727512201,-0.2279698174852961,-0.1206644611284886,right_thumb_up                        
0.0,0.0,0.0,-0.0630187452278401,-0.2804793460641604,0.0173934648844334,-0.161262219259278,-0.5525060655933539,-0.0043094489989362,-0.205575257783582,-0.7908340647142358,-0.0325492242050053,-0.2007703150742291,-0.9776319145003696,-0.0626667402641683,-0.2669099103347969,-0.5792518773875502,-0.0724960273743105,-0.4846734320661585,-0.4893308749708925,-0.1180748242046051,-0.4346778269950193,-0.3831424878523309,-0.1303169494815019,-0.3583025647372608,-0.3821750666800922,-0.1336854591977488,-0.2698687837302301,-0.4034926808034744,-0.1044449886709891,-0.4873419493647216,-0.2920262590096342,-0.1417900698453247,-0.4219800058518388,-0.221171176939737,-0.1257670585176358,-0.3444088342985755,-0.2446807337614808,-0.1161935017545121,-0.2681235059494666,-0.2097600184440698,-0.1329689242672553,right_thumb_up                        
0.0,0.0,0.0,-0.0682921147044809,-0.2795346054516216,0.0120722831700367,-0.1715706953483656,-0.5449802075262652,-0.0144728709665715,-0.2213944555095437,-0.7755724353756769,-0.0475537443799705,-0.215214607798009,-0.9731047845966468,-0.0821568669404008,-0.2688028147716632,-0.5493853516604528,-0.0780920149582915,-0.4899607856130022,-0.457587294706486,-0.1310235790290304,-0.4304432174928579,-0.3665028923261855,-0.1496735529131842,-0.3497900071756236,-0.3743373220790207,-0.1563796969221847,-0.274091404902248,-0.3614882972084974,-0.1094468494461641,-0.4928599152007789,-0.2567908085553841,-0.1515062446093514,-0.4197155536877576,-0.1913957600012508,-0.1380683662825208,-0.3394501222187917,-0.2190993235349195,-0.1293887009728223,-0.2731238001364242,-0.1615836581918966,-0.1383373777255554,right_thumb_up                        
0.0,0.0,0.0,-0.0594448484779534,-0.2743981160722901,0.004666937106544,-0.1617047971721092,-0.5420738836832434,-0.0268258922383587,-0.2075579048493885,-0.7797058589875,-0.0614642131914632,-0.1919402261740392,-0.9765001069996968,-0.0980127063489176,-0.2527802677370381,-0.5326532575768219,-0.1056430338940782,-0.4784892479019669,-0.452216284177188,-0.1563291223449134,-0.4233301064166673,-0.3665093391315964,-0.1689347904221734,-0.3431073284315725,-0.368664483757379,-0.1716602921695433,-0.256826597488951,-0.3392473142151895,-0.1321885758983108,-0.4816774469693196,-0.2568648199037218,-0.1724848845587898,-0.4125342228376102,-0.2015691269680058,-0.1542025695842976,-0.3341234121503854,-0.2247968134783102,-0.1430828915636416,-0.2560017427890149,-0.1392490535483523,-0.1545372686559928,right_thumb_up                        
0.0,0.0,0.0,-0.0610776215051546,-0.2740954371950658,0.0024933093631429,-0.1637877015116876,-0.5411481356484886,-0.0281561161327583,-0.2100168347476531,-0.7783204489035472,-0.0616916999061624,-0.1999629641442056,-0.9749830568797822,-0.0970713746066194,-0.2619450941016675,-0.5291768178634538,-0.1030093549376311,-0.4866053224031295,-0.4504625888537033,-0.1536107276150314,-0.4303723041523919,-0.3645433601913789,-0.1671386254692569,-0.3499751757233001,-0.3686171087675162,-0.1703567553438566,-0.2685662620785131,-0.3329830747089939,-0.1279763201836307,-0.4878987187353312,-0.2527708160570953,-0.1682087207966645,-0.417500246059427,-0.1953716724730141,-0.151255550865846,-0.3392751837105442,-0.2186195852614016,-0.1405503295915055,-0.2679376740756938,-0.1308773437296336,-0.1491958177835716,right_thumb_up                        
0.0,0.0,0.0,-0.0639064686386028,-0.2787434717472672,0.0054453426803814,-0.165310849978867,-0.5440293982676656,-0.0238857454161035,-0.2101449778680421,-0.7790141906856706,-0.0570945571544894,-0.2013729168061456,-0.975074318218169,-0.0931612705385559,-0.2662986764771298,-0.525671630148389,-0.0942490833268314,-0.4917867842819663,-0.4626825074850863,-0.1400733964559758,-0.444952523089776,-0.3628700006042212,-0.1536622517822873,-0.366366444846774,-0.3541244229217856,-0.1579918156799951,-0.2762862608409066,-0.3297570016644947,-0.1200346716061769,-0.4952811545249229,-0.2540984536209289,-0.1557741616981626,-0.4279800271624179,-0.1840377900262906,-0.1401490575566343,-0.3467644365081294,-0.2031407621543719,-0.1307071444808824,-0.2783951993535141,-0.1262126072809907,-0.141799921350706,right_thumb_up                        
0.0,0.0,0.0,-0.071984885796483,-0.2873100208244761,0.002485838760269,-0.1735942080140357,-0.5453367954797625,-0.03059504118558,-0.217411137977228,-0.7738577763667204,-0.066296648519589,-0.2099075871096295,-0.9721089904285944,-0.1046083916409777,-0.2752081409106679,-0.4890838760366113,-0.1116899212890845,-0.4986984592541618,-0.4290068922983793,-0.1541300386706454,-0.4412020561299916,-0.3568525640457261,-0.1625008500397345,-0.3604273223362961,-0.3574425663007868,-0.1631322866563441,-0.2858105621209923,-0.2791753009243218,-0.1349397439651943,-0.5006482825034427,-0.2250754039441676,-0.163583968539021,-0.4318412249289213,-0.1740817873266884,-0.1433324560599108,-0.352529229073184,-0.19015626126878,-0.1328953503363126,-0.2852892260507935,-0.0725312512673988,-0.152602205765773,right_thumb_up                        
0.0,0.0,0.0,-0.0700756710186128,-0.2936564459648974,0.0095568798860947,-0.1701147121708238,-0.5475136908066718,-0.0210741084354954,-0.218174466199826,-0.7722867222642722,-0.0535345283721139,-0.201674548815473,-0.975441201240066,-0.0885541601699907,-0.270173148883506,-0.4754873805635303,-0.1139025278267732,-0.4935007221222952,-0.4174204952588253,-0.1443126172425889,-0.440053973413354,-0.3565148496454959,-0.1420204572405621,-0.3622974974602564,-0.3599594359900138,-0.1367172892765461,-0.2772782805441743,-0.2668930173332353,-0.1368763552832463,-0.492030082272452,-0.2236133725269083,-0.1557479198326284,-0.4280167463103519,-0.1833289564162,-0.1302955964538877,-0.3511414644554674,-0.1989474352204852,-0.1180421658973982,-0.2773273399030131,-0.0638294856073818,-0.1516965397115423,right_thumb_up                        
0.0,0.0,0.0,-0.0784101649254709,-0.2857914546644394,0.0075243425226505,-0.1849220708377551,-0.5425086469075157,-0.0283218684926699,-0.228576663598911,-0.7685591186595767,-0.0671066386196018,-0.2075101380084552,-0.9720417494227755,-0.1098834837581225,-0.2635534752337015,-0.4604126557098137,-0.1267443265045686,-0.4986168334951729,-0.3954185255210468,-0.174347311342927,-0.4417742707637174,-0.3257755364515462,-0.185298144910731,-0.3606389815856642,-0.3339835374532452,-0.1876287753821551,-0.2602052514040018,-0.2469193967018439,-0.1537048072620533,-0.4878117241572165,-0.1927781529225355,-0.1864907405213295,-0.4194965880871492,-0.1480646404686079,-0.1653850839278425,-0.3421088025506356,-0.1751617311888155,-0.1549008259250309,-0.2522800840067705,-0.0394823393010174,-0.1737887919667707,right_thumb_up                        
0.0,0.0,0.0,-0.0897144695171823,-0.2777187522898524,0.0012377858368067,-0.207078664787556,-0.5309084239120686,-0.0448165134857747,-0.2440256030501225,-0.7566201792557172,-0.0912135507343095,-0.224429068170089,-0.9641985540856592,-0.141254173954009,-0.245269792797372,-0.435572657709502,-0.1708502156862085,-0.4982269668624411,-0.3455900510964051,-0.2274850571746578,-0.4354469106576248,-0.3040857908694842,-0.2352086663697338,-0.3501725897155477,-0.3224880649787488,-0.2336889426411653,-0.2271149781270956,-0.2093313526153013,-0.198379784079334,-0.4874080132921142,-0.1331762145997949,-0.244963224941451,-0.4138533848293983,-0.1189558705206044,-0.2208082963892346,-0.3281150774392184,-0.1493864889638377,-0.2070507409670445,-0.2138451338223881,0.0039763302380344,-0.2173396194398446,right_thumb_up                        
0.0,0.0,0.0,-0.0833648158276786,-0.2666434078310902,-0.0361918170476961,-0.1532393452214319,-0.5288349775636978,-0.1088470601149387,-0.1405505328211773,-0.7541774168705655,-0.1743013045869719,-0.0713839462194955,-0.96702261941513,-0.2444822810790848,-0.0644171915415723,-0.358541198661908,-0.2454276313737514,-0.3416195139816902,-0.3121493915766298,-0.3190197358222761,-0.3027796154319279,-0.3232710498955126,-0.3348081517814861,-0.2155548072824754,-0.3330320698694666,-0.3372010575565776,-0.0415636652560352,-0.1102963664973532,-0.2646085196195117,-0.3436018783003112,-0.0746411989427438,-0.3225559092905432,-0.3046885242662979,-0.1164112243091961,-0.3024317911547199,-0.2225640478654845,-0.1331979812249104,-0.2988879336514213,-0.0365257395438042,0.1024372521866011,-0.27578369383807,right_thumb_up                        
0.0,0.0,0.0,-0.0720144643696308,-0.2655223330436601,-0.1230603301176,-0.0419405466439419,-0.564815814890013,-0.1765753994689098,0.0065186876158714,-0.7589224777189278,-0.2091703791494047,0.0614770220888643,-0.9716801202992184,-0.2281629233034627,0.1601717053029688,-0.4374749179686529,-0.1509554304093142,-0.0458041980978913,-0.2340154879921533,-0.2138164022490246,-0.1022134512888043,-0.2274077139670016,-0.2369781250660581,-0.0693938149813235,-0.283740648833352,-0.2549737248325493,0.219994825145276,-0.2155487749179534,-0.1278888515872082,-0.0308080825969564,-0.0339020216710492,-0.1795067993736276,-0.0832715623344856,-0.0796645784017363,-0.1752426943535322,-0.0331398540685258,-0.1586260415927685,-0.1766071564523482,0.2344197139469658,-0.0045776485550379,-0.1156061263853816,right_thumb_up                        
0.0,0.0,0.0,-0.0682184356192746,-0.2528632582717929,-0.117446471100527,-0.0409084571540551,-0.5602046938400268,-0.1708908685225517,-0.0056194199763106,-0.7586041540886037,-0.2028835292098424,0.0374974059596324,-0.9746768914725028,-0.220451586013341,0.1550788800110363,-0.4570811476381138,-0.1583415016082084,-0.05699728217272,-0.2517685642011774,-0.2257059881388363,-0.1151693509679184,-0.2162004253301366,-0.2532415414527721,-0.0785246359105256,-0.2632515642131584,-0.2750500099821256,0.2202562431359661,-0.2395133972170166,-0.1386192499346969,-0.0335107524580148,-0.0364449869522982,-0.1960845055545229,-0.07427858031993,-0.0645689760747822,-0.1967898628284814,-0.0212170490216112,-0.1457219993380965,-0.2026293036592253,0.2426344184704921,-0.0233640183068285,-0.1280742548504083,right_thumb_up                        
0.0,0.0,0.0,-0.0749652652213753,-0.2554958314080974,-0.1123142654470957,-0.0641282730804783,-0.5675958588379684,-0.1532210361739965,-0.0298490116096592,-0.7746440515434885,-0.1756843110898812,0.0116091056669255,-0.983326537779702,-0.1814776811726408,0.1194624041425094,-0.5058171051875117,-0.1246039993289292,-0.0891831420763662,-0.3613860701986811,-0.1919876366236792,-0.1489359708486806,-0.2657815441629782,-0.2133704999870173,-0.1078224031883558,-0.2695076501300111,-0.2264326412359263,0.1848636973841172,-0.3050757823875809,-0.1062074257353907,-0.0739991830224893,-0.1319935326421872,-0.1683149959129049,-0.1289162277069424,-0.1048330826580429,-0.1680820891035899,-0.0710488174195508,-0.1646850450041584,-0.1663567720119927,0.2077306427349195,-0.0934530050986119,-0.1004666532000451,right_thumb_up                        
0.0,0.0,0.0,-0.0981338257887246,-0.245577331310109,-0.1052389542151283,-0.093870751923685,-0.5518777555145039,-0.1472870427273744,-0.0673244834587604,-0.7640401508434342,-0.1716961330431842,-0.0417431872394404,-0.9823733238700836,-0.1822091075318059,0.1093261291964525,-0.554933738711342,-0.1202374334696776,-0.0655128099913372,-0.3304536496847553,-0.1827587371004034,-0.1219848895526143,-0.2375989651638806,-0.2098097485570527,-0.0929467595503571,-0.2590884989462546,-0.2295727134327046,0.1938849832440944,-0.3739731068943673,-0.1044131806100459,-0.0281430569691752,-0.1255612911907387,-0.1594589725755401,-0.0876213214014857,-0.0935910253904544,-0.1643069174025037,-0.0529491073768806,-0.1561050424497448,-0.1699098126296537,0.2355021184713419,-0.1728598447864766,-0.0989355106650706,right_thumb_up                        
